"PassengerId","Survived.0","Survived.1"
1,0.831826401446655,0.168173598553345
2,0.0529411764705882,0.947058823529412
3,0.594594594594595,0.405405405405405
4,0.0529411764705882,0.947058823529412
5,0.831826401446655,0.168173598553345
6,0.831826401446655,0.168173598553345
7,0.831826401446655,0.168173598553345
8,0.888888888888889,0.111111111111111
9,0.1875,0.8125
10,0.0529411764705882,0.947058823529412
11,0.1875,0.8125
12,0.0529411764705882,0.947058823529412
13,0.831826401446655,0.168173598553345
14,0.831826401446655,0.168173598553345
15,0.594594594594595,0.405405405405405
16,0.0529411764705882,0.947058823529412
17,0.888888888888889,0.111111111111111
18,0.831826401446655,0.168173598553345
19,0.7,0.3
20,0.296296296296296,0.703703703703704
21,0.831826401446655,0.168173598553345
22,0.831826401446655,0.168173598553345
23,0.296296296296296,0.703703703703704
24,0.831826401446655,0.168173598553345
25,0.7,0.3
26,0.888888888888889,0.111111111111111
27,0.831826401446655,0.168173598553345
28,0.831826401446655,0.168173598553345
29,0.296296296296296,0.703703703703704
30,0.831826401446655,0.168173598553345
31,0.831826401446655,0.168173598553345
32,0.0529411764705882,0.947058823529412
33,0.296296296296296,0.703703703703704
34,0.831826401446655,0.168173598553345
35,0.831826401446655,0.168173598553345
36,0.831826401446655,0.168173598553345
37,0.831826401446655,0.168173598553345
38,0.831826401446655,0.168173598553345
39,0.7,0.3
40,0.296296296296296,0.703703703703704
41,0.594594594594595,0.405405405405405
42,0.0529411764705882,0.947058823529412
43,0.831826401446655,0.168173598553345
44,0.0529411764705882,0.947058823529412
45,0.296296296296296,0.703703703703704
46,0.831826401446655,0.168173598553345
47,0.831826401446655,0.168173598553345
48,0.296296296296296,0.703703703703704
49,0.831826401446655,0.168173598553345
50,0.7,0.3
51,0.831826401446655,0.168173598553345
52,0.831826401446655,0.168173598553345
53,0.0529411764705882,0.947058823529412
54,0.0529411764705882,0.947058823529412
55,0.831826401446655,0.168173598553345
56,0.831826401446655,0.168173598553345
57,0.0529411764705882,0.947058823529412
58,0.831826401446655,0.168173598553345
59,0.0529411764705882,0.947058823529412
60,0.831826401446655,0.168173598553345
61,0.831826401446655,0.168173598553345
62,0.0529411764705882,0.947058823529412
63,0.831826401446655,0.168173598553345
64,0.888888888888889,0.111111111111111
65,0.831826401446655,0.168173598553345
66,0.831826401446655,0.168173598553345
67,0.0529411764705882,0.947058823529412
68,0.831826401446655,0.168173598553345
69,0.594594594594595,0.405405405405405
70,0.831826401446655,0.168173598553345
71,0.831826401446655,0.168173598553345
72,0.888888888888889,0.111111111111111
73,0.831826401446655,0.168173598553345
74,0.831826401446655,0.168173598553345
75,0.831826401446655,0.168173598553345
76,0.831826401446655,0.168173598553345
77,0.831826401446655,0.168173598553345
78,0.831826401446655,0.168173598553345
79,0,1
80,0.1875,0.8125
81,0.831826401446655,0.168173598553345
82,0.831826401446655,0.168173598553345
83,0.296296296296296,0.703703703703704
84,0.831826401446655,0.168173598553345
85,0.0529411764705882,0.947058823529412
86,0.1875,0.8125
87,0.831826401446655,0.168173598553345
88,0.831826401446655,0.168173598553345
89,0.0529411764705882,0.947058823529412
90,0.831826401446655,0.168173598553345
91,0.831826401446655,0.168173598553345
92,0.831826401446655,0.168173598553345
93,0.831826401446655,0.168173598553345
94,0.831826401446655,0.168173598553345
95,0.831826401446655,0.168173598553345
96,0.831826401446655,0.168173598553345
97,0.831826401446655,0.168173598553345
98,0.831826401446655,0.168173598553345
99,0.0529411764705882,0.947058823529412
100,0.831826401446655,0.168173598553345
101,0.594594594594595,0.405405405405405
102,0.831826401446655,0.168173598553345
103,0.831826401446655,0.168173598553345
104,0.831826401446655,0.168173598553345
